,Unnamed: 0,Unnamed: 0.1,Text,Label
68,68,68,Thoughts and prayers with the families and relatives of #Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead.,rumours
69,69,69,"@RichelleVHP Safety record is not perfect. http://t.co/928i3ln8bl @France24_en @FRANCE24.@RichelleVHP @France24_en @FRANCE24 Please take Hashtag #4U9525 for #Germanwings Plane crash. Thank you@FRANCE24 reporter James André at French Civil Aviation Authority HQ: ""#Germanwings plane did NOT report distress signal"", no mayday.",rumours
70,70,70,"@bonniebell @BreakingNews @Morning_Joe let's hope not. Witness heard loud booms. Maybe engine explosions@BreakingNews @Morning_Joe damn@SPRobinson22 @BreakingNews @Morning_Joe i haven't seen anyone insinuate that.@BreakingNews @Morning_Joe what a fuck is going on?........Lord have mercy@BreakingNews @Morning_Joe @bonniebell terrorist?@SPRobinson22 @BreakingNews @Morning_Joe oh that's terrible. Must have been so scary on board.@BreakingNews @Morning_JoeShocking news :( RT@BreakingNews: Germanwings statement:Flight 4U9525 crashed @11:20; 144 passengers, 6 crew on board http://t.co/twxUA0luXU@BreakingNews @Morning_Joe Sad news but wish reports could figure out how many souls on board. Growing from 126 to 150?“@BreakingNews: Germanwings statement says Flight 4U9525 crashed at 11:20 local time; 144 passengers, 6 crew on boardGermanwings statement says Flight 4U9525 crashed at 11:20 local time; 144 passengers, 6 crew on board - @Morning_Joe http://t.co/by471NAzFg",rumours
71,71,71,"RT @airlivenet: UPDATE Germanwings Crash of an A320 disappeared  at 09:39 UTC from radar http://t.co/i4XqeDMdPs http://t.co/qpGi58r9UO@airlivenet thoughts and prayers with everyone@Aodhgan2e awful@airlivenet so sad...RT @airlivenet UPDATE CRASH Germanwings #4U9525 An A320 disappeared at 09:39 UTC from radar http://t.co/hyySiMmRGu  http://t.co/JjavdBLn4B@scottcossfield @airlivenet @Aodhgan2e 
Соболезную родственникам и друзьям погибших людей , очень страшная катастрофа ..@69Dejavuee @airlivenet @Aodhgan2e это так трагично RIP 😢@scottcossfield terrible news! 😞@airlivenet @Aodhgan2e so sad“@tweetforcetacea: @airlivenet @LolaM147 prayers for them xxx”Yes, God bless you@airlivenet Let's pray for the victims of the plane crash. May they rest in peace.Info – Frankräich: MT @airlivenet: Germanwings #4U9525 Crash of an A320 disappeared  at 09:39 UTC from radar http://t.co/0xlYBer91r@tancredipalmeri @airlivenet for once you are right about something.@airlivenet @wahiA_ allahu@airlivenet in thoughts with the families@airlivenet @LolaM147 prayers for them xxx@airlivenet Valgame Dios@airlivenet @flightradar24 that looks like a controlled decent?@airlivenet diooooos@airlivenet is the red dashed line supposed to represent the scheduled course?@airlivenet que pena, tan solo a 2 horas dl destino y q ocurra esto. Ahora a ver las cajas negras.@airlivenet Sad news.UPDATE CRASH Germanwings #4U9525 Crash of an A320 disappeared  at 09:39 UTC from radar http://t.co/GRUjOCXkr9 http://t.co/HWrvDD24ac",rumours
72,72,72,@DailyMirror #RIP 😔🌹😥😥😥 “@DailyMirror: Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/bQPToKxM94”@DailyMirror My heart goes out to all those who've lost loved ones.Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/UGlaM0vpoK http://t.co/9yCcn7Hzz8,rumours
73,73,73,"BREAKING: Plane flying form #Barcelona to #Frankfurt crashes in #France, 142 people were on board. #germanwings http://t.co/wjAo0LZtp2",rumours
74,74,74,"@adalbertoscaio #GermanWingsCrash Suicide depression is lonileness helplesness &amp; the final surrender to death not hatred &amp;mass murder!@Reuters 150 murders is pretty serious@The_Mos_Native @Reuters Well it's hard to understand this and there is not much info to go on.  Speculation is expected.@Reuters Congrats! At this exact moment you are helping to encrease all the bias and prejudice arround the mental illness, only speculations@Reuters 
#GermanWingsCrash #Germanwings The pilot was NOT FIT TO FLY !@omniabarakat @Reuters This is the desgrace of our modern times, only money money money, I feel a shame on the mass media!“@Reuters: Germanwings co-pilot had serious depressive episode: Bild newspaper http://t.co/bZFsAWgUBC”@Reuters The mass media is becoming more and more a cancer to sell news!@Reuters If true, Lufthansa was clearly negligible in detecting this as it is usually not difficult to spot depression in people.@Reuters  149 lives at the behest of a depressed pilot 
https://t.co/mpbNeI9Ity@Reuters is there evidence that he was a Muslim convert@Reuters @CircusMaximus14 You don't say?@reuters Interesting how when white males commit crimes they get psychological analyses and all sorts. Non-whites are just being non-white.@Reuters Maybe Germany has more wings than pilots ... see how Lufthansa guys are landing planes on runways.. tractorists not pilots!@adalbertoscaio @Reuters #GermanWingsCrash totally agree he was deppressed SIX years ago!, inferior journalism vampirism.@Reuters 10 Categories Of Female Virgins http://t.co/UMMqJlhted #Kenya via @JaldesaAdan@Reuters Are you serious? You are quoting BILD as source? How deeply into the bloody stories you want to go? Come one...perfectly fit to fly !? @Reuters + yet we know that people with serious DEPPRESION PROBS have reccurences! HE WAS IN FOR 1+Half years! jeez@Reuters 

stop kidding, ....converted or not?Germanwings co-pilot had serious depressive episode: Bild newspaper http://t.co/RgSTrehD21",rumours
75,75,75,"@Conservative_VW @LACPURE german minister of transports did no tell on tv unless I did not hear@Conservative_VW I KNEW IT. Media thought ""German copilot"" would turn off our radar.Muslim terrorists are so brave to take a plane hostage.German PI-News Magazine is Reporting Germanwings Co-Pilot Was Recent Convert to Islam😏

Read: http://t.co/6aNN7RQUZ6 http://t.co/u9ggRyxnVD",rumours
76,76,76,"@airlivenet @BBCBreaking @FlightCrisis@01OrioL @tonfalques @airlivenet conec el P-A-S però diria que aquí no aplica, ho pot fer a la vegada@01OrioL @tonfalques @airlivenet t'anava a preguntar si ho sabies o cunyadejaves (com feia jo), però ja he vist la bio. Merci ;)@airlivenet @tonfalques no és estrany q no hi hagués comunicació per part del pilot. Primer controlar avió i després quan es pot comunicar.BREAKING: Update - AFP: Aviation official says #Germanwings crew did not send a distress signal via @BBCBreaking  - @FlightCrisis",rumours
77,77,77,"“@SPIEGEL_English: Reports:Crashed #Germanwings plane. 148 people, including 142 passengers, 2 pilots and 4 flight attendants.” Schon wieder@SPIEGEL_English BREAKING - Germanwings plane crashes in France, up to 150 believed dead
http://t.co/HWyOPGobieReports: Crashed #Germanwings plane was carrying 148 people, including 142 passengers, two pilots and four flight attendants.",rumours
78,78,78,"@foxandfriends funny watching Doocy struggle to pronounce ""Digny les bains""@foxandfriends 15:00 CET #Germanwings Press Conference.@foxandfriends Thats should be the extent of the coverage until further infor is obtained. The coverage is ridiculous and speculative enough@foxandfriends rest in peace to families and friends .@Airbus@foxandfriends children may not understand. Its the parents that are disrespectful. They should know better. #Patriots@foxandfriends 144 Passengers and 6 Crewmembers. #Germanwings@madest @foxandfriends Douchey it's Douchey.@foxandfriends please don't spend all day on this!!! We all know who what when where ... Quit speculating on How or Why@foxandfriends ok ok ok ok ok ok enough@foxandfriends This is a tragedy but why does a foreign airline in a foreign country have to totally co-opt all news?@foxandfriends As long as plane stayed in air w/only one emergency call &amp; the wide spread debris no mention of possible terrorists on board?@foxandfriends    
What was the mayday call, terror in the sky?“@foxandfriends: BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/Pmogqz71Pt”Very tragic!! #Airbus320 #GermanWingsCrash@foxandfriends @VLM_va  Nothing New just rumors at this moment.@foxandfriends is there any other news in the world today. 2 hours of non stop plane crash. My condolences, but come on.@foxandfriends ok so.. There is no other news ? For an hour this is what we hear about ??@foxandfriends this may be the plain in control. Are in this case out of control.  They fly themselves #prayforfamily's@foxandfriends another great tragedy@GeorgeKrisand3 @foxandfriends BENGHAZI, BENGHAZI,BENGHAZI,BENGHAZI,BENGHAZI!  HAHAHAHA!!BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL",rumours
79,79,79,"@NYDailyNews @maggiebeauchamp @germanwings Name the pilots. Therein may lie a clue.@NYDailyNews @germanwings is it true that the crush was due to a terrorist related incident?@NYDailyNews @germanwings told you.  Terrorism@Snigglewhip @NYDailyNews @germanwings Yes, all of this is very shocking! 150 wonderful people killed! Most students and working peopleOops RT @NYDailyNews DEVELOPING Pilot locked out of cockpit in @Germanwings Alps crash report. http://t.co/OXpY9IgLaD http://t.co/lwkG5hWXUi@NYDailyNews @germanwings WTF?@NYDailyNews @germanwings could it be possible that instead of a decline by plane it was an incline in topography?DEVELOPING: Pilot locked out of cockpit in @Germanwings Alps crash: report. http://t.co/CcqpToOQTn http://t.co/XlNXG8Rz3v",rumours
80,80,80,"@RalphMahlo @airlivenet auch erst mal gemutet.@SecularFraud @airlivenet @ShekharGupta not all Muslims are terrorist, don't be so ignorant@anaevamoya @SecularFraud @airlivenet @ShekharGupta quite. How disgusting and ignorant.@airlivenet ドイツ人なんだ。。副操縦士、、、。@airlivenet @ShekharGupta is he Muslim? Going by number of recent terror activities, we should be told about this.@crashpilotin @Wolkenmeister @RalphMahlo Ebenfalls. Bin geschockt@airlivenet @ShekharGupta Seems like the replay of Malaysian plane which hs yet to be traced. If so very dangerous trend@Wolkenmeister @RalphMahlo Wenn das alles wirklich so ist, wie man derzeit glaubt, hätte ich ihm einen Strick gegeben.@schnassn @airlivenet muss man wohl etwas relativieren.@RalphMahlo ist in jeder Zeitung &amp; Ticker.@airlivenet now I will unfollow. delete this tweet immediately.@crashpilotin stimmt, aber das eine hat nichts mit dem anderen zu tun @RalphMahlo@RalphMahlo Der Name wurde auf der Pressekonferenz gesagt.@RalphMahlo wäre auf einer deutschen Pressekonferenz auch nicht passiert, selbst wenn der Name schon auf anderen Wegen herausgekommen wäre.@anaevamoya @airlivenet @ShekharGupta I know that. Dont say the obvious@airlivenet Conditions of working in low coast company?@crashpilotin hm. kann ich mich auch nicht mit anfreunden.@crashpilotin von mir mit Sicherheit auch @RalphMahlo@airlivenet I have followed you once. You are irresponsible.@Wolkenmeister @RalphMahlo 149 Menschen, Angehörige, Freunde ... wie soll man das erklären?@crashpilotin @Wolkenmeister @RalphMahlo vielleicht psychose. Vielleicht war er überzeugt nicht anders handeln zu können. Hilft natürl nicht@airlivenet @ShekharGupta good one.@crashpilotin man muss ihn aber jetzt nicht in jedem zweiten tweet und jetzt auch mit Bild wiederholen... @RalphMahloBREAKING #Germanwings #4U9525 co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor.",rumours
81,81,81,"@SallyRMelb @hamishNews Shit!

That's horrible. A full service I pressume. Hope it's not true. Fingers crossed.BREAKING - A Germanwings Airbus A320 plane reportedly crashed in the region of Digne (French Alps) #Flightradar24 - French TV #itele",rumours
82,82,82,"@NYCAviation more and more running with it 😞 @minefornothing: 142 PEOPLE ON BOARD GERMANWINGS AIRBUS A320 THAT CRASHED IN SOUTHERN FRANCE@NYCAviation BREAKING - Germanwings plane crashes in France, up to 150 believed dead
http://t.co/HWyOPGobieSeveral European news agencies reporting an accident involving a Germanwings Airbus A320 in southern France. Developing... #breaking",rumours
83,83,83,"@BlarryOfficial @airlivenet absolutely! Well said....@airlivenet Never trust @BILD@airlivenet Was he a gamer?@airlivenet Bild newspaper is yellow press and not a source of reliable information.@airlivenet Correction: ""@BILD"" is not a newspaper, it's barely comfortable toilet paper at best.@airlivenet If you want to be reliable never requote ""Bild"". NEVER EVER!NEWS #Germanwings co-pilot Andreas Lubitz had serious depressive episode (Bild newspaper) #4U9525 http://t.co/BV21WXdxdb",rumours
84,84,84,"“@BreakingNews: Airbus plane operated by Lufthansa's Germanwings airline crashes in southern France"" maaaan 😔@BreakingNews @Ves33421@BreakingNews @Reuters my God. Any idea about how many die?@BreakingNews @Reuters All Lufthansa pilots have a masters degree@breakingnews @reuters Its getting to the point last couple of years that planes are not as safe as in the past...My prayers to all involved@BreakingNews @Reuters 174 seats plus crew.Damn “@BreakingNews: Airbus plane operated by Lufthansa's Germanwings airline crashes in southern France, officials say - @Reuters #fb@BreakingNews @Reuters our hearts go out to the passengers and crew members families of flight 4u9525..@BreakingNews @Reuters BREAKING - Germanwings plane crashes in France, up to 150 believed dead
http://t.co/HWyOPGobie@BreakingNews @ManvBrain @Reuters and another Airbus crashes. Unbelievable.@BreakingNews @Reuters what horrible news to wake up to.@BreakingNews @Reuters Praying for all affected by this plane crash.@BreakingNews @Reuters Devastating news to wake up to. My prayers to the families.“@BreakingNews: Airbus plane operated by Lufthansa's Germanwings airline crashes in southern France, officials say @ktodd0713 wtf ?Airbus plane operated by Lufthansa's Germanwings airline crashes in southern France, officials say - @Reuters http://t.co/by471NAzFg",rumours
85,85,85,“@airlivenet: BREAKING Germanwings says 144 passengers and 6 crew on crashed plane http://t.co/IwREl0uMdh http://t.co/KiP2LazOJQ” So sad🙏😔@airlivenet @DaoodButt -Rest In PeaceBREAKING Germanwings says 144 passengers and 6 crew on crashed plane http://t.co/wFg8KTSve2 http://t.co/qTYmopB5aj,rumours
86,86,86,"@marcburleigh BREAKING - Germanwings plane crashes in France, up to 150 believed dead
http://t.co/HWyOPGobieAirbus passenger plane crashed in French Alps said to belong to Lufthansa subsidiary Germanwings, flying Barcelone-Dusseldorf",rumours
87,87,87,"@LindaSharkey BREAKING - Germanwings plane crashes in France, up to 150 believed dead
http://t.co/HWyOPGobie@LindaSharkey Possible explanation? #incapacitated #aerotoxic http://t.co/lc8B2vIsx0@LindaSharkey high probability due to a bomb - mohammedans 99% propbalility terrorists doing this kind of jihad actions. Pope support terror@LindaSharkey bad News Had luckSad news, plane crashed in southern France http://t.co/2K5CklKRzZ #GermanWings",rumours
88,88,88,French Prime Minister now confirming the plane crash. (via @afneil). #4U9525,rumours
89,89,89,"One pilot was locked out of cockpit before #Germanwings flight #4U9525 crashed, killing 150: http://t.co/A7THsq3ea8",rumours
90,90,90,"@nypost Airlines have done the best they can facing terrorism. This is a new lesson that we now need 2 in the cockpit always. Sad Sad lesson@nypost What a tragedy! #GermanWingsCrash@nypost Time to ban planes with because God knows how many people those things kill.  #GermanWingsCrash cc: .@nra .@SenFeinstein@nypost guess they will be starting a#psych.test on future #pilots.#R.I.P all@nypost That isn't the action of someone suicidal.  Suicides rarely seek to make such a public statement, and don't take others with them.@nypost Depression... doesn't excuse mass murder. If true..it was a cowardly act.@nypost sure say that what libs want you to believe sounds toofamiliar to 9/11 he went to us Flightschool as He did too? Wanna bet Terrorism@nypost great! Should he be responsible for 150 innocent lives?The co-pilot who rammed the Germanwings plane into the French Alps had previously ""battled depression"" http://t.co/PSBNTXo5AV",rumours
91,91,91,"@BBCBreaking   My prayers to the families 🙏“@BBCBreaking: #Germanwings: 
- #Airbus A320 crashes in French Alps
- Barcelona-to-Dusseldorf flight
- 142 passengers &amp; 6 crew” #heartbreak@BBCBreaking heavy@BBCBreaking 
so sad, what made it.Debris from #Germanwings crash located in Barcelonette area of the Alps | @BBCBreaking

http://t.co/mgnzKRyk47@BBCBreaking @BBCWorld@BBCBreaking Heart@BBCBreaking our hearts in nigeria goes to the victims families, the LORD shall console them..@BBCBreaking 🙏🙏🙏 oh god 😢@BBCBreaking RIP@BBCBreaking #Germanwings #Airbus I wish we hear the best from this sad incidence. Are prayers are with the victims their families.@BBCBreaking On a positive note there is a runway in Barcelonette.@BBCBreaking https://t.co/u0P5OaRm4k@BBCBreaking so called experts say no time for distress call but flight radar shows gradual descent over 10 minutes# plane crash@BBCBreaking@BBCBreaking terrifying news .pray for their relatives@BBCBreaking @DimitraCee told u 😲@BBCBreaking very socked news for passengers &amp; crew members family.Debris from #Germanwings crash located in Barcelonette area of the Alps, France's Interior Ministry says http://t.co/teojxJoBMX@BBCBreaking Tragic Not sure how @fhollande can be so sure no survivor's though #germanwings #Lufthansa@BBCBreaking How ironic that it originated in Barcelona and crashed in Barcelonette@BBCBreaking Airtravel no more safe! Repetitive incidents.@BBCBreaking@woteverchanges @BBCBreaking @fhollande smh some people just don't think before they speak#Germanwings latest: http://t.co/8tZopIBYLh
- #Airbus A320 crashes in French Alps
- Barcelona-to-Dusseldorf flight
- 142 passengers &amp; 6 crew",rumours
92,92,92,BREAKING: Prosecutor identifies #Germanwings pilot who deliberately crashed plane carrying 150 people as German national Andreas Lubitz.,rumours
93,93,93,"@AP @NorthmanTrader and 1 Belgian passenger.@AP So sad! Pray for the families!!“@AP: Germanwings CEO says 72 Germans, 35 Spanish citizens and two Americans aboard plane that crashed in France: http://t.co/0zi9ZormaA”@AP 2 Australians on Flight@AP The Spanish government has confirmed that 49 Spanish citizens were abroad #Germanwings@AP #A370 What a tragedy So very sad. My heart goes out to all the families.@AP 3 argentiniansGermanwings CEO says 72 Germans, 35 Spanish citizens and two Americans were aboard plane that crashed in France: http://t.co/JSc0IwmqJu",rumours
94,94,94,"ALERT Photo: Germanwings crash plane 'lost signal at 6,800 feet,' flight radar shows - @itvnews http://t.co/m358Qc2Na1",rumours
95,95,95,@torin The question is. They knew they were descenting and Alps were ahead. Why didn't they turn the plane to the south?@torin Our altruistic prime egotist will have an opportunity to raise another $M600 search money to make his ally prissy sweet &amp; clean.A Germanwings A320 has crashed en route to Dusseldorf. Flight Radar 24 of the last known position. #4U9525 http://t.co/FrI93NrYFF,rumours
96,96,96,» http://t.co/VPPJAceoql plane crash #planecrash Report: Pilot locked out of cockpit before Germanwings crash 27 http://t.co/8IymLEfX69,rumours
97,97,97,NEWS Germanwings pilot was muslim convert http://t.co/hQ9YdkHw3T,rumours
98,98,98,"@AlArabiya_Eng Terrible!“@rConflictNews: BREAKING: 148 passengers were on board #GermanWings Airbus A320, crashed in the southern French Alps - @AlArabiya_Eng” 😰@rConflictNews @AlArabiya_Eng 150 souls on board they say now. RIP to all of themUPDATE: Plane crash in south of France had 142 passengers, 2 pilots and 4 crew.BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps - @AlArabiya_Eng@rConflictNews @AlArabiya_Eng Prayers going up. How sad.“@AlArabiya_Eng: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VSqaycAsIG”@rConflictNews @AlArabiya_Eng No crew???? Those passengers were all on their own? Wtf!@rConflictNews @sahla_sing what happenedBREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VxxvrU9XmV",rumours
99,99,99,"@mediacrooks @DrShobha @TRobinsonNewEra@mediacrooks Okay ? :))@mediacrooks @DrShobha pisslam is religion of piss...😊@mediacrooks @DrShobha Germany is harbouring khalistanis against India. Today its tit fir tat.@mediacrooks @DrShobha Now, from where was fuel supplied, Saudi Arabia, Iran or Russia?@mediacrooks @Aks9009Pa @DrShobha oh shit!@mediacrooks @DrShobha If Hindu rapes nun-majority ismIf moslim rapes nun-secularism Opps....i didn't know!The coward Indian media never show w/o substantial pressure..@ndtv http://t.co/z4rIN1HWB4
@mediacrooks
via @DrShobha http://t.co/JvaTrFfuAq@mediacrooks And Islam has nothing to do with the Co-Pilot! @DrShobha@mediacrooks Not all, but too many are. Like this cat which reads Quran and becomes Muslim. @DrShobha http://t.co/SKl6sR1xRu@mediacrooks @DrShobha They are Angels till you mention Islam. Then it's "" Islam khatreme hai"".@mediacrooks @DrShobha ha ha pilots have no religion@mediacrooks @DrShobha and the plane was not A320 but Boeing 786@mediacrooks @DrShobha Heard he was a member of a Private fight club. But this news, Not surprised at all!@mediacrooks @DrShobha But all MUSLIMS have timer built in which explodes when nobody knows........@mediacrooks @DrShobha once again religion of pieces turned them into piecesAll Muslims are not like that... Okay? RT @DrShobha The co-pilot of the Germanwings Airbus was a convert to Islam",rumours
100,100,100,"Xoca contra muntanya. Rar. “@rConflictNews: IMAGE: .@flightradar24 Aircraft entered a steep but constant descent. http://t.co/Ht5kXFUUuE”@rConflictNews @rinmor @flightradar24 
Well it would seem the plane had enough air velocity over wings to manage a glide.IMAGE: .@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/MoG0h2Dvaq",rumours
101,101,101,"@Reuters @radiobiobio @24HorasTVN“@Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/XKXCwAruqM”“@Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/shazcvgLtH”“@Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/jRqsj1a04C” so sadRT @Reuters Germanwings plane crashes in France, up to 150 feared dead http://t.co/iUOQCD85N7Today is a sad day... “@Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/dXfXqfCUPa” #germanwings“@Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/VRlqEyViLk” 😳""@Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/b4KuldLhvR""“@Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/L3rWHX3RKI”.  Prayers to all involved.@Reuters @leahnavarro cheap fare flights. tough luck.“@Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/mY4V2IvryF”@Reuters SAD DAY.""@Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/GXrZtrmKwQ"" So sad, prayers for all.Breaking News RT: @Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/5yhGpEhzb3“@Reuters: Germanwings plane crashes in France, up to 150 feared dead http://t.co/Br4FVq1w0k” #GermanwingsGermanwings plane crashes in France, up to 150 feared dead http://t.co/n44I07mnoh",rumours
102,102,102,"@SoTrophyHntrs @RWSurferGirl @anyclinic It's about as legitimate as @rwsurfergirl's honesty.@RWSurferGirl @anyclinic Is this a legit news sight?  It looks suspicious.@JohnnyUtah27 @RWSurferGirl @anyclinic as if they would know in the first thirty seconds.....@RWSurferGirl @anyclinic dam i thought he was muslim no wonder he was depreased@MrJamieD @RWSurferGirl @anyclinic you can't be sain and cut off heads@FredSanford13 @RWSurferGirl @anyclinic A good rumor has to start somewhere.@RWSurferGirl @anyclinic No Way!!
😵@RWSurferGirl @anyclinic this man was sick and allowed to fly  his doctor should have mentioned this to Germanwings or more proactive..@RWSurferGirl @anyclinic mental illness and a Muslim girlfriend and now it's discovered he's a Muslim convert while@RWSurferGirl @anyclinic turns out the guy couldn't handle losing his job, and probably his girlfriend dumping him added to the problem..@FredSanford13 @RWSurferGirl @anyclinic Especially since most of the posts on twitter is BS, nothing should be taken for granted.@pbanik @RWSurferGirl @anyclinic Away from me troll!@RWSurferGirl @anyclinic probably nonsense though.@MrJamieD @RWSurferGirl I find the claim of suicide nonsense with this revelation.@RWSurferGirl @anyclinic I question the relevancy to religion and mental stability, Is this a claim of radicalism?@JohnnyUtah27 @RWSurferGirl @anyclinic yes they do!@RWSurferGirl @weekiwachee03 @anyclinic In all fairness to muslims....this story is an unsubstantiated croc from a source with 154 followers@RWSurferGirl @anyclinic is that true, or is that said just to cover up their incompetence?@JohnnyUtah27 @RWSurferGirl @anyclinic if it's true, it'll be awhile before they let that little jewel out!@SoTrophyHntrs If you don't like trolls, why do you read and/or follow @rwsurfergirl? Some of her tweets are based on dishonesty.@CedarStArt @RWSurferGirl @anyclinic yup its all about painting a narrative.   They do it well.@weekiwachee03 @RWSurferGirl @anyclinic its embarrassing that some conservative sites would publish it, makes them look like the daily kos@RWSurferGirl @anyclinic I've seen several smaller websites proclaim the same thing. I'm waiting for confirmation before retweeting@CedarStArt @RWSurferGirl @anyclinic Hah so very true!   Literally the first word out about the plane crash ""Not terrorism"".  Time will tell@RWSurferGirl I'm confused, I just now read that he was suffering from depression &amp; had DRs notes excusing him from work @anyclinic@JohnnyUtah27 @RWSurferGirl Screenshots of his social media since taken down is enough for me.BREAKING: German Media Site Says Germanwings Co-Pilot Was Muslim Convert http://t.co/bTKvcLMN60 via @anyclinic",rumours
103,103,103,"@missanemixx could be. It flew 69 miles during its descent, 3000ft/min drop, constant 460mph, descent slope 5deg.@Dakeb_MCFC if it was an explosive decompression then it means that everyone on board was unconscious?@SkyNewsBreak BBC NEWS just said they did?@SkyNewsBreak @BBCwestcott so there was no signal sent. What a shame.@missanemixx so lots of time without oxygen and freezing temperatures, -50deg C. Hard to survive.“@SkyNewsBreak: Update - AFP: Aviation official says #Germanwings crew did not send a distress signal” so was there or wasn't there one? :/@SkyNewsBreak that changes things if true. Explosive decompression, unconscious crew?“@SkyNewsBreak: Update - AFP: Aviation official says #Germanwings crew did not send a distress signal”Update - AFP: Aviation official says #Germanwings crew did not send a distress signal",rumours
104,104,104,DGAC clarifies: Germanwings didn't itself issue distress call but ATC launhed distress phase due combination of descent and no radio contact,rumours
